Fertilizer,Temperature,Humidity,Moisture,Soil Type,Nitrogen,Potassium,Phosphorus
Suphala,30,51,40,All soil types,111,101,115
Suphala,21,51,50,All soil types,109,117,108
Suphala,23,58,50,All soil types,102,103,111
Suphala,22,50,53,All soil types,104,106,103
Suphala,30,63,56,All soil types,101,113,116
Suphala,32,63,42,All soil types,100,107,110
Suphala,26,53,41,All soil types,114,108,117
Suphala,28,58,46,All soil types,106,101,110
Suphala,29,51,43,All soil types,101,107,120
Suphala,35,58,40,All soil types,114,101,119
Suphala,22,56,49,All soil types,120,113,104
Suphala,31,54,42,All soil types,114,117,104
Suphala,34,56,40,All soil types,120,112,115
Suphala,30,56,55,All soil types,103,110,119
Suphala,33,58,58,All soil types,108,109,109
Suphala,23,67,43,All soil types,110,108,106
Suphala,26,65,43,All soil types,108,120,118
Suphala,20,50,48,All soil types,102,101,118
Suphala,35,68,45,All soil types,100,108,106
Suphala,33,66,50,All soil types,102,110,118
Suphala,22,61,60,All soil types,110,115,101
Suphala,34,61,50,All soil types,112,102,105
Suphala,28,66,42,All soil types,106,117,108
Suphala,31,60,52,All soil types,114,116,115
Suphala,29,64,41,All soil types,115,117,107
Suphala,32,64,42,All soil types,104,103,117
Suphala,34,67,42,All soil types,110,104,105
Suphala,21,53,43,All soil types,116,104,104
Suphala,23,61,43,All soil types,101,109,106
Suphala,20,55,43,All soil types,119,113,115
Suphala,32,66,42,All soil types,111,118,104
Suphala,34,54,43,All soil types,108,117,104
Suphala,20,67,58,All soil types,119,105,111
Suphala,35,51,60,All soil types,103,105,116
Suphala,32,66,52,All soil types,111,120,117
Suphala,35,57,51,All soil types,107,113,101
Suphala,33,67,42,All soil types,119,110,108
Suphala,30,57,41,All soil types,114,116,118
Suphala,20,54,55,All soil types,114,110,108
Suphala,22,62,55,All soil types,115,115,116
Suphala,35,61,43,All soil types,115,119,114
Suphala,20,52,40,All soil types,107,101,108
Suphala,24,63,48,All soil types,105,101,106
Suphala,35,55,56,All soil types,114,120,113
Suphala,31,65,57,All soil types,116,106,104
Suphala,25,58,44,All soil types,106,112,100
Suphala,28,62,51,All soil types,103,120,118
Suphala,33,51,41,All soil types,108,106,107
Suphala,21,61,47,All soil types,109,100,100
Suphala,26,61,55,All soil types,111,118,114
Sampurna,24,54,38,Loamy/Clayey,162,180,165
Sampurna,28,49,54,Loamy/Clayey,166,169,168
Sampurna,27,54,37,Loamy/Clayey,171,171,151
Sampurna,21,50,38,Loamy/Clayey,155,167,177
Sampurna,30,64,35,Loamy/Clayey,167,152,154
Sampurna,28,64,54,Loamy/Clayey,177,162,173
Sampurna,29,47,41,Loamy/Clayey,166,151,162
Sampurna,25,49,50,Loamy/Clayey,178,154,155
Sampurna,23,45,53,Loamy/Clayey,156,179,165
Sampurna,29,59,51,Loamy/Clayey,173,178,170
Sampurna,27,52,54,Loamy/Clayey,164,176,166
Sampurna,20,67,37,Loamy/Clayey,176,171,150
Sampurna,26,70,55,Loamy/Clayey,153,175,160
Sampurna,22,47,52,Loamy/Clayey,154,178,162
Sampurna,22,68,52,Loamy/Clayey,170,174,164
Sampurna,22,46,54,Loamy/Clayey,160,172,178
Sampurna,30,48,45,Loamy/Clayey,170,159,168
Sampurna,20,45,48,Loamy/Clayey,167,173,176
Sampurna,30,47,39,Loamy/Clayey,170,154,170
Sampurna,23,58,46,Loamy/Clayey,157,154,177
Sampurna,29,64,53,Loamy/Clayey,169,152,157
Sampurna,26,64,51,Loamy/Clayey,170,180,156
Sampurna,21,66,42,Loamy/Clayey,161,167,175
Sampurna,22,70,44,Loamy/Clayey,170,159,167
Sampurna,20,53,48,Loamy/Clayey,173,178,165
Sampurna,28,69,41,Loamy/Clayey,176,161,156
Sampurna,23,57,42,Loamy/Clayey,162,152,176
Sampurna,29,55,43,Loamy/Clayey,157,165,166
Sampurna,20,67,48,Loamy/Clayey,172,162,151
Sampurna,25,55,41,Loamy/Clayey,165,164,179
Sampurna,29,52,39,Loamy/Clayey,157,174,160
Sampurna,23,53,55,Loamy/Clayey,169,165,165
Sampurna,30,61,35,Loamy/Clayey,170,174,168
Sampurna,21,63,54,Loamy/Clayey,161,155,170
Sampurna,22,47,36,Loamy/Clayey,172,170,169
Sampurna,29,66,36,Loamy/Clayey,169,180,153
Sampurna,27,45,38,Loamy/Clayey,174,166,176
Sampurna,21,51,47,Loamy/Clayey,165,156,179
Sampurna,30,54,46,Loamy/Clayey,151,178,160
Sampurna,23,57,51,Loamy/Clayey,158,159,163
Sampurna,23,59,42,Loamy/Clayey,153,172,172
Sampurna,20,69,55,Loamy/Clayey,151,159,153
Sampurna,22,46,46,Loamy/Clayey,171,172,159
Sampurna,20,45,53,Loamy/Clayey,166,176,159
Sampurna,21,45,52,Loamy/Clayey,176,159,174
Sampurna,20,64,54,Loamy/Clayey,161,151,150
Sampurna,27,70,54,Loamy/Clayey,165,157,170
Sampurna,20,46,49,Loamy/Clayey,174,166,151
Sampurna,28,60,42,Loamy/Clayey,168,164,153
Sampurna,24,56,55,Loamy/Clayey,154,159,160
Sampurna,25,51,46,Loamy/Clayey,155,180,157
Sampurna,30,69,48,Loamy/Clayey,170,171,164
Sampurna,28,65,38,Loamy/Clayey,170,180,166
Sampurna,23,69,41,Loamy/Clayey,175,170,164
Sampurna,29,60,48,Loamy/Clayey,153,179,151
Sampurna,27,53,38,Loamy/Clayey,155,157,175
Sampurna,23,50,52,Loamy/Clayey,174,153,174
Sampurna,26,67,55,Loamy/Clayey,166,178,179
Sampurna,27,46,53,Loamy/Clayey,178,157,169
Sampurna,24,48,54,Loamy/Clayey,173,157,155
Sampurna,25,57,43,Loamy/Clayey,162,160,170
Sampurna,23,62,42,Loamy/Clayey,153,175,151
Sampurna,23,53,47,Loamy/Clayey,168,161,169
Sampurna,24,64,53,Loamy/Clayey,173,158,168
Sampurna,30,69,39,Loamy/Clayey,150,160,172
Sampurna,26,70,40,Loamy/Clayey,154,154,158
Sampurna,26,58,47,Loamy/Clayey,179,152,177
Sampurna,29,51,39,Loamy/Clayey,158,174,163
Sampurna,26,56,39,Loamy/Clayey,161,179,168
Sampurna,24,64,43,Loamy/Clayey,170,168,177
Sampurna,21,49,40,Loamy/Clayey,171,161,157
Sampurna,27,45,40,Loamy/Clayey,154,150,162
Sampurna,30,46,37,Loamy/Clayey,165,171,155
Sampurna,24,63,55,Loamy/Clayey,155,152,169
Sampurna,20,59,44,Loamy/Clayey,163,169,157
Sampurna,20,54,40,Loamy/Clayey,153,167,172
Sampurna,27,61,46,Loamy/Clayey,179,159,163
Sampurna,29,69,37,Loamy/Clayey,180,172,166
Sampurna,23,65,52,Loamy/Clayey,180,166,165
Sampurna,26,68,35,Loamy/Clayey,165,178,154
Sampurna,25,58,53,Loamy/Clayey,152,164,157
Sampurna,27,45,43,Loamy/Clayey,154,159,162
Sampurna,23,45,48,Loamy/Clayey,162,175,171
Sampurna,21,48,54,Loamy/Clayey,158,162,178
Sampurna,23,51,54,Loamy/Clayey,156,163,155
Sampurna,27,56,51,Loamy/Clayey,169,178,153
Sampurna,29,57,46,Loamy/Clayey,160,155,152
Sampurna,29,64,53,Loamy/Clayey,158,166,176
Sampurna,25,64,51,Loamy/Clayey,172,178,163
Sampurna,29,69,39,Loamy/Clayey,174,171,170
Sampurna,28,65,36,Loamy/Clayey,180,169,156
Sampurna,27,49,36,Loamy/Clayey,160,172,150
Sampurna,20,45,49,Loamy/Clayey,154,157,171
Sampurna,21,61,47,Loamy/Clayey,175,159,168
Sampurna,27,45,48,Loamy/Clayey,177,162,171
Sampurna,28,54,46,Loamy/Clayey,161,180,150
Sampurna,25,60,39,Loamy/Clayey,167,168,173
Sampurna,20,49,46,Loamy/Clayey,176,160,162
Sampurna,23,49,45,Loamy/Clayey,167,167,166
Sampurna,28,56,53,Loamy/Clayey,158,175,156
